Training,Testing
0.1421,0.1604
0.14222,0.16065
0.14215,0.16064
0.14193,0.16074
0.14193,0.16045
0.14199,0.16067
0.14219,0.16049
0.14187,0.16074
0.1421,0.16113
0.14165,0.16029
0.14186,0.16038
0.14201,0.16047
0.14201,0.1607
0.1424,0.16042
0.14214,0.16098
0.14208,0.1604
0.14193,0.16074
0.14179,0.16044
0.1416,0.16022
0.14187,0.16044
0.142,0.1604
0.14184,0.16077
0.14181,0.16079
0.14159,0.16047
0.14182,0.16076
0.14205,0.16066
0.14196,0.1605
0.1418,0.16081
0.14184,0.16057
0.14186,0.16066
0.14215,0.16051
0.14217,0.16067
0.14188,0.16076
0.14197,0.16041
0.14198,0.1607
0.14194,0.1605
0.14195,0.16063
0.14192,0.16096
0.14192,0.16018
0.14187,0.16032
0.1419,0.16082
0.14176,0.16074
0.14176,0.16058
0.14184,0.16079
0.14196,0.1609
0.14172,0.16035
0.14206,0.16061
0.14162,0.16044
0.14229,0.16057
0.14184,0.16037
0.14184,0.16039
0.14206,0.16058
0.14201,0.16052
0.14193,0.16069
0.14216,0.16062
0.1418,0.16059
0.14167,0.1607
0.14205,0.16068
0.14216,0.16055
0.14205,0.16043
0.14172,0.16069
0.14216,0.16071
0.14171,0.16052
0.14171,0.16057
0.14189,0.16078
0.14202,0.16053
0.1419,0.16067
0.14186,0.16051
0.14192,0.16065
0.14182,0.16075
0.14196,0.16087
0.14176,0.16102
0.14213,0.16044
0.14182,0.16063
0.14214,0.16061
0.14173,0.16056
0.1421,0.16072
0.14217,0.16036
0.1419,0.16045
0.14195,0.16072
0.14206,0.16059
0.14173,0.16037
0.1419,0.16045
0.14194,0.16074
0.14199,0.16056
0.14177,0.16053
0.1414,0.16055
0.14205,0.16084
0.14158,0.1604
0.14204,0.16057
0.142,0.16057
0.14201,0.16049
0.14174,0.16045
0.14196,0.16081
0.14204,0.16034
0.14193,0.16108
0.14177,0.16044
0.14177,0.16059
0.14169,0.16045
0.14209,0.16049
0.14183,0.16065
0.14193,0.16086
0.14183,0.16073
0.14199,0.16061
0.14179,0.16022
0.14202,0.16048
0.1418,0.1606
0.14212,0.16061
0.14192,0.16095
0.14174,0.16058
0.14175,0.16084
0.14204,0.16082
0.14181,0.1606
0.14199,0.16032
0.14178,0.1606
0.14188,0.1606
0.14191,0.16088
0.14207,0.16075
0.14209,0.1607
0.1417,0.16032
0.14185,0.16067
0.14225,0.16048
0.14196,0.16067
0.14172,0.1605
0.14192,0.16055
0.14206,0.16043
0.1422,0.16043
0.142,0.16065
0.14212,0.16055
0.14183,0.16046
0.14206,0.16112
0.14169,0.16038
0.1417,0.16032
0.14182,0.16108
0.1419,0.16039
0.14204,0.16052
0.14218,0.16043
0.14154,0.16059
0.14169,0.16054
0.14201,0.16074
0.14208,0.16076
0.14192,0.16054
0.14189,0.16051
0.14211,0.16082
0.14188,0.16056
0.1418,0.16071
0.14217,0.1611
0.14184,0.16058
0.14189,0.16063
0.14184,0.16064
0.14165,0.16072
0.14214,0.16044
0.14195,0.1606
0.14178,0.16072
0.14186,0.16069
0.14173,0.16034
0.14211,0.1605
0.14217,0.16082
0.14181,0.16043
0.14204,0.16065
0.14191,0.16055
0.14212,0.16074
0.14196,0.16081
0.14232,0.16052
0.14197,0.16061
0.14225,0.16081
0.14144,0.16044
0.14234,0.16074
0.14213,0.16091
0.14212,0.16055
0.14244,0.16038
0.1419,0.16059
0.14181,0.16054
0.14195,0.16051
0.142,0.16058
0.14205,0.16063
0.1419,0.16063
0.14172,0.16047
0.14185,0.16053
0.14163,0.16016
0.14195,0.16075
0.14173,0.16036
0.14188,0.16072
0.14173,0.16066
0.14197,0.16046
0.14165,0.16077
0.1417,0.16047
0.14195,0.16069
0.14193,0.16105
0.14187,0.16046
0.14189,0.16042
0.14204,0.16056
0.14176,0.16059
0.14202,0.16057
0.14198,0.1606
0.14195,0.16061
0.14185,0.16053
0.14219,0.16062
0.14199,0.16049
0.14184,0.16093
0.14209,0.16101
0.14192,0.16055
0.14211,0.16068
0.14188,0.16053
0.14202,0.16083
0.14185,0.16062
0.1422,0.1604
0.14172,0.16072
0.14197,0.16049
0.14185,0.16027
0.14226,0.16058
0.14188,0.16053
0.14188,0.16078
0.14187,0.16044
0.14243,0.16032
0.14208,0.16073
0.14209,0.16076
0.14238,0.16019
0.14209,0.16058
0.14181,0.16096
0.14195,0.1605
0.14169,0.16055
0.14204,0.16069
0.14183,0.16066
0.142,0.16057
0.14207,0.16047
0.14211,0.16058
0.14225,0.16053
0.14185,0.16038
0.14188,0.16069
0.14213,0.16043
0.14191,0.16082
0.14194,0.1606
0.14182,0.16059
0.14168,0.16042
0.14198,0.16065
0.14168,0.16034
0.14189,0.16045
0.14207,0.16058
0.14192,0.16068
0.14204,0.16065
0.14194,0.16026
0.1419,0.16055
0.14191,0.1609
0.14212,0.16066
0.142,0.16079
0.14146,0.16048
0.14168,0.16046
0.14182,0.1604
0.14192,0.16054
0.14191,0.16062
0.14179,0.16079
0.14162,0.16041
0.14166,0.16094
0.14197,0.16055
0.14175,0.1605
0.14175,0.16038
0.14175,0.16053
0.14176,0.16019
0.14208,0.16068
0.1419,0.16053
0.14169,0.16038
0.14188,0.16036
0.14163,0.1604
0.14214,0.16067
0.14181,0.16084
0.14155,0.16057
0.14174,0.16037
0.14204,0.16034
0.14185,0.16101
0.14176,0.16045
0.14168,0.16043
0.1417,0.16045
0.14225,0.16058
0.14193,0.16039
0.14198,0.16078
0.14184,0.16069
0.1423,0.16079
0.14188,0.16047
0.14198,0.16064
0.14214,0.16077
0.14174,0.16037
0.14207,0.16068
0.14156,0.16052
0.14189,0.16043
0.14195,0.16095
0.142,0.16056
0.14169,0.1604
0.14179,0.16043
0.14181,0.16048
0.14184,0.16033
0.14214,0.16063
0.14216,0.16087
0.14177,0.16056
0.14184,0.16059
0.14199,0.16074
0.14201,0.16032
0.14204,0.16074
0.14184,0.16051
0.14201,0.16065
0.14183,0.16048
0.14183,0.16049
0.14176,0.16083
0.14209,0.16049
0.14177,0.16037
0.1419,0.16063
0.14187,0.16054
0.14197,0.16046
0.14179,0.16056
0.14197,0.16074
0.14192,0.16078
0.14159,0.16041
0.14178,0.16044
0.14194,0.16059
0.14189,0.16073
0.14214,0.16081
0.14195,0.16064
0.14174,0.16059
0.14214,0.16037
0.14203,0.16054
0.14165,0.16067
0.14212,0.16068
0.14149,0.16049
0.14204,0.16072
0.14199,0.16052
0.14202,0.16061
0.14166,0.16027
0.14196,0.16062
0.14166,0.16035
0.14208,0.16056
0.14191,0.16052
0.14187,0.1605
0.14203,0.16057
0.14185,0.16072
0.14195,0.16047
0.14203,0.16044
0.14194,0.16078
0.14172,0.1609
0.14182,0.16059
0.14187,0.16067
0.14202,0.1607
0.14188,0.16063
0.14183,0.16066
0.14196,0.16049
0.14224,0.16044
0.14198,0.1608
0.14189,0.16032
0.14215,0.16094
0.14203,0.16065
0.14192,0.16038
0.14186,0.16109
0.14184,0.16091
0.14187,0.16062
0.142,0.16056
0.14194,0.16037
0.14166,0.16029
0.14184,0.1606
0.14212,0.1609
0.14164,0.16032
0.14185,0.16058
0.14188,0.16069
0.14209,0.16074
0.14195,0.16078
0.14166,0.16058
0.14196,0.1606
0.14194,0.16049
0.14171,0.16058
0.14236,0.16066
0.14171,0.16037
0.1419,0.16076
0.14203,0.1605
0.14218,0.16067
0.14174,0.1604
0.14187,0.16041
0.14224,0.16071
0.14206,0.16059
0.14212,0.16047
0.14169,0.16053
0.14185,0.16053
0.14193,0.16073
0.14183,0.16054
0.14199,0.16051
0.14206,0.16082
0.14174,0.16074
0.14193,0.16059
0.142,0.16051
0.14187,0.16071
0.14193,0.16046
0.14199,0.16045
0.14202,0.16083
0.14187,0.16037
0.1418,0.16061
0.14204,0.16059
0.14168,0.16045
0.1419,0.16095
0.14189,0.16083
0.14166,0.16061
0.1418,0.16059
0.14157,0.1604
0.14199,0.16089
0.14186,0.16028
0.14168,0.1606
0.14185,0.16104
0.14185,0.16066
0.14191,0.16086
0.14176,0.16065
0.14174,0.1607
0.142,0.16039
0.14167,0.1605
0.14195,0.16051
0.14165,0.16049
0.14174,0.16047
0.14174,0.16056
0.14229,0.16059
0.14205,0.16019
0.14197,0.16077
0.14191,0.16073
0.14166,0.16019
0.14204,0.16092
0.14212,0.16129
0.14197,0.1609
0.14178,0.16042
0.14218,0.16048
0.14202,0.16079
0.14183,0.16016
0.14175,0.16058
0.14198,0.16051
0.14189,0.16076
0.14207,0.16068
0.14165,0.16019
0.14195,0.16051
0.14169,0.16033
0.14199,0.16045
0.14221,0.16069
0.14213,0.1606
0.14193,0.16071
0.14161,0.16034
0.14194,0.161
0.14214,0.16058
0.14198,0.16069
0.14208,0.16088
0.14185,0.16055
0.14166,0.16068
0.14195,0.16042
0.14163,0.16041
0.14192,0.16085
0.14174,0.1607
0.14176,0.16051
0.14179,0.1608
0.14162,0.16073
0.14181,0.1605
0.14215,0.16084
0.14211,0.16086
0.14172,0.16086
0.14182,0.16018
0.14181,0.16048
0.14182,0.16089
0.14213,0.16094
0.14182,0.1611
0.14199,0.16066
0.14194,0.16053
0.14214,0.16064
0.14212,0.16026
0.14214,0.16059
0.14164,0.1604
0.14209,0.16059
0.14199,0.1606
0.14181,0.16086
0.14188,0.16035
0.14201,0.16067
0.14185,0.16045
0.14182,0.16031
0.14184,0.1606
0.14169,0.16029
0.14213,0.16073
0.14186,0.16045
0.14193,0.16074
0.14173,0.16073
0.14208,0.16082
0.14229,0.16045
0.14195,0.16031
0.14159,0.16044
0.14202,0.16042
0.14191,0.16042
0.14181,0.16062
0.1419,0.16077
0.14189,0.16052
0.14187,0.16049
0.14197,0.1608
0.14191,0.16044
